,Date,Price
2028,2018-07-21,7350.87
2029,2018-07-22,7453.17
2030,2018-07-23,7682.19
2031,2018-07-24,8072.93
2032,2018-07-25,8254.61
2033,2018-07-26,8200.21
2034,2018-07-27,8023.64
2035,2018-07-28,8182.14
2036,2018-07-29,8207.5
2037,2018-07-30,8140.7
2038,2018-07-31,7921.44
2039,2018-08-01,7574.17
2040,2018-08-02,7591.66
2041,2018-08-03,7396.59
2042,2018-08-04,7254.06
2043,2018-08-05,7001.3
2044,2018-08-06,6993.32
2045,2018-08-07,6991.22
2046,2018-08-08,6448.97
2047,2018-08-09,6396.37
2048,2018-08-10,6405.77
2049,2018-08-11,6193.4
2050,2018-08-12,6310.19
2051,2018-08-13,6348.5
2052,2018-08-14,6057.9
2053,2018-08-15,6371.92
2054,2018-08-16,6347.74
2055,2018-08-17,6465.06
2056,2018-08-18,6450.92
2057,2018-08-19,6401.24
2058,2018-08-20,6446.63
2059,2018-08-21,6403.33
2060,2018-08-22,6582.44
2061,2018-08-23,6437.41
2062,2018-08-24,6554.24
2063,2018-08-25,6719.61
2064,2018-08-26,6676.95
2065,2018-08-27,6720.03
2066,2018-08-28,6991.33
2067,2018-08-29,7053.47
2068,2018-08-30,6934.05
2069,2018-08-31,6982.98
2070,2018-09-01,7102.3
2071,2018-09-02,7243.58
2072,2018-09-03,7263.75
2073,2018-09-04,7324.44
2074,2018-09-05,7133.28
2075,2018-09-06,6437.31
2076,2018-09-07,6454.32
2077,2018-09-08,6375.23
2078,2018-09-09,6302.95
2079,2018-09-10,6299.58
2080,2018-09-11,6302.29
2081,2018-09-12,6280.4
2082,2018-09-13,6447.73
2083,2018-09-14,6504.68
2084,2018-09-15,6523.09
2085,2018-09-16,6492.63
2086,2018-09-17,6406.76
2087,2018-09-18,6302.83
2088,2018-09-19,6345.14
2089,2018-09-20,6417.94
2090,2018-09-21,6662.99
2091,2018-09-22,6712.92
2092,2018-09-23,6712.15
2093,2018-09-24,6643.98
2094,2018-09-25,6423.53
2095,2018-09-26,6471.01
2096,2018-09-27,6530.34
2097,2018-09-28,6676.13
2098,2018-09-29,6559.86
2099,2018-09-30,6601.61
2100,2018-10-01,6600.3
2101,2018-10-02,6567.79
2102,2018-10-03,6475.03
2103,2018-10-04,6572.98
2104,2018-10-05,6575.81
2105,2018-10-06,6588.16
2106,2018-10-07,6565.9
2107,2018-10-08,6620.14
2108,2018-10-09,6629.48
2109,2018-10-10,6569.85
2110,2018-10-11,6274.91
2111,2018-10-12,6270.23
2112,2018-10-13,6277.89
2113,2018-10-14,6328.17
2114,2018-10-15,6509.79
2115,2018-10-16,6545.88
2116,2018-10-17,6519.47
2117,2018-10-18,6509.41
2118,2018-10-19,6467.15
2119,2018-10-20,6490.4
2120,2018-10-21,6523.43
2121,2018-10-22,6481.04
2122,2018-10-23,6483.53
2123,2018-10-24,6515.15
2124,2018-10-25,6485.97
2125,2018-10-26,6477.13
2126,2018-10-27,6476.32
2127,2018-10-28,6476.09
2128,2018-10-29,6396.96
2129,2018-10-30,6319.47
2130,2018-10-31,6319.77
2131,2018-11-01,6350.71
2132,2018-11-02,6397.53
2133,2018-11-03,6371.1
2134,2018-11-04,6397.46
2135,2018-11-05,6430.64
2136,2018-11-06,6428.01
2137,2018-11-07,6534.81
2138,2018-11-08,6490.9
2139,2018-11-09,6425.71
2140,2018-11-10,6411.7
2141,2018-11-11,6399.03
2142,2018-11-12,6417.32
2143,2018-11-13,6400.17
2144,2018-11-14,6162.22
2145,2018-11-15,5612.81
2146,2018-11-16,5618.53
2147,2018-11-17,5580.01
2148,2018-11-18,5620.2
2149,2018-11-19,5277.84
2150,2018-11-20,4629.09
2151,2018-11-21,4528.99
2152,2018-11-22,4534.66
2153,2018-11-23,4322.84
2154,2018-11-24,4304.14
2155,2018-11-25,3850.26
2156,2018-11-26,3930.07
2157,2018-11-27,3775.8
2158,2018-11-28,4116.45
2159,2018-11-29,4268.57
2160,2018-11-30,4127.3
2161,2018-12-01,4139.13
2162,2018-12-02,4190.53
2163,2018-12-03,4001.04
2164,2018-12-04,3973.22
2165,2018-12-05,3890.72
2166,2018-12-06,3757.86
2167,2018-12-07,3415.97
2168,2018-12-08,3442.08
2169,2018-12-09,3564.51
2170,2018-12-10,3547.51
2171,2018-12-11,3433.8
2172,2018-12-12,3481.88
2173,2018-12-13,3425.05
2174,2018-12-14,3298.89
2175,2018-12-15,3236.72
2176,2018-12-16,3294.84
2177,2018-12-17,3395.92
2178,2018-12-18,3569.7
2179,2018-12-19,3813.69
2180,2018-12-20,3983.01
2181,2018-12-21,4022.91
2182,2018-12-22,3906.52
2183,2018-12-23,4028.51
2184,2018-12-24,4166.01
2185,2018-12-25,3823.04
2186,2018-12-26,3826.13
2187,2018-12-27,3758.42
2188,2018-12-28,3738.65
2189,2018-12-29,3908.58
2190,2018-12-30,3830.08
2191,2018-12-31,3796.71
2192,2019-01-01,3749.58
2193,2019-01-02,3845.97
2194,2019-01-03,3847.28
2195,2019-01-04,3814.31
2196,2019-01-05,3868.6
2197,2019-01-06,3910.21
2198,2019-01-07,4039.81
2199,2019-01-08,4026.27
2200,2019-01-09,4028.4
2201,2019-01-10,3822.94
2202,2019-01-11,3661.36
2203,2019-01-12,3658.29
2204,2019-01-13,3615.31
2205,2019-01-14,3605.31
2206,2019-01-15,3665.91
2207,2019-01-16,3625.01
2208,2019-01-17,3621.46
2209,2019-01-18,3633.57
2210,2019-01-19,3696.01
2211,2019-01-20,3627.33
2212,2019-01-21,3554.3
2213,2019-01-22,3569.12
2214,2019-01-23,3588.62
2215,2019-01-24,3571.46
2216,2019-01-25,3578.23
2217,2019-01-26,3599.82
2218,2019-01-27,3577.53
2219,2019-01-28,3462.21
2220,2019-01-29,3414.53
2221,2019-01-30,3443.39
2222,2019-01-31,3443.72
2223,2019-02-01,3435.53
2224,2019-02-02,3450.77
2225,2019-02-03,3457.24
2226,2019-02-04,3436.57
2227,2019-02-05,3437.24
2228,2019-02-06,3396.52
2229,2019-02-07,3390.84
2230,2019-02-08,3470.72
2231,2019-02-09,3640.16
2232,2019-02-10,3631.24
2233,2019-02-11,3610.54
2234,2019-02-12,3596.21
2235,2019-02-13,3598.72
2236,2019-02-14,3582.7
2237,2019-02-15,3587.5
2238,2019-02-16,3607.27
2239,2019-02-17,3610.69
2240,2019-02-18,3779.04
2241,2019-02-19,3924.61
2242,2019-02-20,3935.45
2243,2019-02-21,3929.22
2244,2019-02-22,3946.84
2245,2019-02-23,4007.33
2246,2019-02-24,4016.09
2247,2019-02-25,3816.51
2248,2019-02-26,3820.82
2249,2019-02-27,3817.13
2250,2019-02-28,3831.8
2251,2019-03-01,3830.92
2252,2019-03-02,3834.99
2253,2019-03-03,3828.3
2254,2019-03-04,3722.0
2255,2019-03-05,3838.0
2256,2019-03-06,3871.05
2257,2019-03-07,3873.17
2258,2019-03-08,3862.423
2259,2019-03-09,3927.1748
2260,2019-03-10,3920.537
2261,2019-03-11,3872.5066
2262,2019-03-12,3882.4272
2263,2019-03-13,3868.1091
2264,2019-03-14,3877.8809
2265,2019-03-15,3924.6606
2266,2019-03-16,4005.9946
2267,2019-03-17,3979.052
2268,2019-03-18,3984.0051
2269,2019-03-19,4014.275
2270,2019-03-20,4054.9812
2271,2019-03-21,3980.7412
2272,2019-03-22,3989.1584
2273,2019-03-23,4007.369
2274,2019-03-24,3991.1096
2275,2019-03-25,3928.5308
2276,2019-03-26,3943.3235
2277,2019-03-27,4033.7576
2278,2019-03-28,4028.5127
2279,2019-03-29,4101.1006
2280,2019-03-30,4118.0386
2281,2019-03-31,4101.1143
2282,2019-04-01,4151.2285
2283,2019-04-02,4875.0317
2284,2019-04-03,4928.172
2285,2019-04-04,4906.0166
2286,2019-04-05,5012.283
2287,2019-04-06,5057.066
2288,2019-04-07,5168.5137
2289,2019-04-08,5237.3784
2290,2019-04-09,5171.2163
2291,2019-04-10,5306.226
2292,2019-04-11,5027.89
2293,2019-04-12,5072.635
2294,2019-04-13,5068.345
2295,2019-04-14,5161.455
2296,2019-04-15,5048.7656
2297,2019-04-16,5215.5083
2298,2019-04-17,5218.9937
2299,2019-04-18,5272.57
2300,2019-04-19,5289.22
2301,2019-04-20,5306.89
2302,2019-04-21,5301.23
2303,2019-04-22,5360.41
2304,2019-04-23,5544.39
2305,2019-04-24,5455.03
2306,2019-04-25,5187.55
2307,2019-04-26,5263.52
2308,2019-04-27,5261.06
2309,2019-04-28,5259.84
2310,2019-04-29,5231.6
2311,2019-04-30,5301.13
2312,2019-05-01,5358.35
2313,2019-05-02,5443.14
2314,2019-05-03,5723.94
2315,2019-05-04,5804.82
2316,2019-05-05,5757.43
2317,2019-05-06,5768.14
2318,2019-05-07,5796.59
2319,2019-05-08,5975.09
2320,2019-05-09,6176.41
2321,2019-05-10,6370.51
2322,2019-05-11,7255.6
2323,2019-05-12,6897.28
2324,2019-05-13,7788.58
2325,2019-05-14,7982.77
2326,2019-05-15,8180.21
2327,2019-05-16,7912.68
2328,2019-05-17,7396.72
2329,2019-05-18,7279.37
2330,2019-05-19,8129.22
2331,2019-05-20,7992.22
2332,2019-05-21,7985.62
2333,2019-05-22,7636.83
2334,2019-05-23,7867.67
2335,2019-05-24,7982.58
2336,2019-05-25,8048.82
2337,2019-05-26,8671.58
2338,2019-05-27,8793.35
2339,2019-05-28,8695.5
2340,2019-05-29,8637.09
2341,2019-05-30,8345.53
2342,2019-05-31,8545.74
2343,2019-06-01,8577.74
2344,2019-06-02,8741.92
2345,2019-06-03,8131.88
2346,2019-06-04,7786.13
2347,2019-06-05,7800.41
2348,2019-06-06,7822.3
2349,2019-06-07,8012.41
2350,2019-06-08,7944.93
2351,2019-06-09,7653.62
2352,2019-06-10,8001.98
2353,2019-06-11,7918.51
2354,2019-06-12,8147.33
2355,2019-06-13,8244.82
2356,2019-06-14,8678.71
2357,2019-06-15,8810.06
2358,2019-06-16,8983.21
2359,2019-06-17,9317.54
2360,2019-06-18,9102.46
2361,2019-06-19,9285.56
2362,2019-06-20,9585.65
2363,2019-06-21,10103.72
2364,2019-06-22,10687.02
2365,2019-06-23,10866.76
2366,2019-06-24,11042.99
2367,2019-06-25,11813.16
2368,2019-06-26,13025.63
2369,2019-06-27,11406.47
2370,2019-06-28,12386.92
2371,2019-06-29,11956.07
2372,2019-06-30,10805.73
2373,2019-07-01,10612.56
2374,2019-07-02,10820.97
2375,2019-07-03,11988.68
2376,2019-07-04,11251.24
2377,2019-07-05,11059.74
2378,2019-07-06,11171.12
2379,2019-07-07,11452.14
2380,2019-07-08,12292.13
2381,2019-07-09,12566.38
2382,2019-07-10,12018.83
2383,2019-07-11,11308.86
2384,2019-07-12,11794.45
2385,2019-07-13,11375.51
2386,2019-07-14,10112.27
2387,2019-07-15,10954.35
2388,2019-07-16,9589.44
2389,2019-07-17,9669.8
2390,2019-07-18,10581.32
2391,2019-07-19,10538.11
2392,2019-07-20,10770.97
2393,2019-07-21,10589.45
2394,2019-07-22,10330.14
2395,2019-07-23,9910.68
2396,2019-07-24,9748.12
2397,2019-07-25,9875.04
2398,2019-07-26,10150.07
2399,2019-07-27,9415.51
2400,2019-07-28,9534.21
2401,2019-07-29,9529.05
2402,2019-07-30,9576.18
2403,2019-07-31,10110.28
2404,2019-08-01,10389.89
2405,2019-08-02,10521.34
2406,2019-08-03,10795.27
2407,2019-08-04,10956.3
2408,2019-08-05,11754.11
2409,2019-08-06,11502.92
2410,2019-08-07,11934.36
2411,2019-08-08,11997.13
2412,2019-08-09,11857.87
2413,2019-08-10,11326.49
2414,2019-08-11,11502.98
2415,2019-08-12,11371.38
2416,2019-08-13,10870.76
2417,2019-08-14,10039.25
2418,2019-08-15,10316.64
2419,2019-08-16,10301.09
2420,2019-08-17,10258.85
2421,2019-08-18,10312.22
2422,2019-08-19,10921.27
2423,2019-08-20,10733.74
2424,2019-08-21,10179.99
2425,2019-08-22,10101.93
2426,2019-08-23,10397.11
2427,2019-08-24,10157.82
2428,2019-08-25,10128.11
2429,2019-08-26,10338.72
2430,2019-08-27,10217.53
2431,2019-08-28,9745.63
2432,2019-08-29,9505.68
2433,2019-08-30,9590.36
2434,2019-08-31,9603.24
2435,2019-09-01,9708.46
2436,2019-09-02,10335.94
2437,2019-09-03,10598.83
2438,2019-09-04,10539.11
2439,2019-09-05,10576.05
2440,2019-09-06,10315.02
2441,2019-09-07,10466.55
2442,2019-09-08,10392.19
2443,2019-09-09,10312.41
2444,2019-09-10,10095.85
2445,2019-09-11,10157.59
2446,2019-09-12,10416.93
2447,2019-09-13,10360.08
2448,2019-09-14,10347.6
2449,2019-09-15,10309.61
2450,2019-09-16,10228.45
2451,2019-09-17,10209.77
2452,2019-09-18,10154.23
2453,2019-09-19,10256.56
2454,2019-09-20,10177.38
2455,2019-09-21,9989.05
2456,2019-09-22,10026.91
2457,2019-09-23,9696.57
2458,2019-09-24,8681.79
2459,2019-09-25,8462.76
2460,2019-09-26,8095.18
2461,2019-09-27,8182.78
2462,2019-09-28,8246.69
2463,2019-09-29,8053.96
2464,2019-09-30,8279.07
2465,2019-10-01,8316.5
2466,2019-10-02,8377.69
2467,2019-10-03,8268.5
2468,2019-10-04,8149.69
2469,2019-10-05,8157.7
2470,2019-10-06,7872.74
2471,2019-10-07,8200.58
2472,2019-10-08,8180.54
2473,2019-10-09,8557.25
2474,2019-10-10,8565.77
2475,2019-10-11,8290.94
2476,2019-10-12,8296.7
2477,2019-10-13,8255.0
2478,2019-10-14,8361.53
2479,2019-10-15,8174.54
2480,2019-10-16,8001.68
2481,2019-10-17,8063.82
2482,2019-10-18,7956.88
2483,2019-10-19,7942.52
2484,2019-10-20,8208.36
2485,2019-10-21,8205.3
2486,2019-10-22,8037.43
2487,2019-10-23,7470.41
2488,2019-10-24,7435.01
2489,2019-10-25,8651.35
2490,2019-10-26,9220.18
2491,2019-10-27,9529.95
2492,2019-10-28,9217.14
2493,2019-10-29,9395.56
2494,2019-10-30,9180.6
2495,2019-10-31,9159.78
2496,2019-11-01,9252.84
2497,2019-11-02,9315.17
2498,2019-11-03,9212.14
2499,2019-11-04,9371.13
2500,2019-11-05,9309.31
2501,2019-11-06,9340.05
2502,2019-11-07,9204.6
2503,2019-11-08,8781.77
2504,2019-11-09,8812.28
2505,2019-11-10,9020.47
2506,2019-11-11,8729.92
2507,2019-11-12,8786.85
2508,2019-11-13,8770.78
2509,2019-11-14,8651.98
2510,2019-11-15,8478.49
2511,2019-11-16,8500.14
2512,2019-11-17,8508.5
2513,2019-11-18,8191.42
2514,2019-11-19,8130.13
2515,2019-11-20,8094.46
2516,2019-11-21,7655.09
2517,2019-11-22,7295.6
2518,2019-11-23,7309.69
2519,2019-11-24,6935.11
2520,2019-11-25,7130.38
2521,2019-11-26,7157.7
2522,2019-11-27,7514.98
2523,2019-11-28,7439.6
2524,2019-11-29,7734.77
2525,2019-11-30,7524.02
2526,2019-12-01,7405.22
2527,2019-12-02,7319.87
2528,2019-12-03,7286.29
2529,2019-12-04,7218.21
2530,2019-12-05,7375.55
2531,2019-12-06,7540.49
2532,2019-12-07,7494.62
2533,2019-12-08,7507.97
2534,2019-12-09,7347.91
2535,2019-12-10,7226.27
2536,2019-12-11,7197.42
2537,2019-12-12,7207.68
2538,2019-12-13,7239.87
2539,2019-12-14,7046.13
2540,2019-12-15,7108.88
2541,2019-12-16,6899.13
2542,2019-12-17,6627.16
2543,2019-12-18,7271.56
2544,2019-12-19,7156.45
2545,2019-12-20,7185.44
2546,2019-12-21,7138.87
2547,2019-12-22,7488.2
2548,2019-12-23,7315.88
2549,2019-12-24,7268.86
2550,2019-12-25,7208.81
2551,2019-12-26,7195.76
2552,2019-12-27,7253.81
2553,2019-12-28,7304.16
2554,2019-12-29,7340.81
2555,2019-12-30,7242.77
2556,2019-12-31,7195.15
2557,2020-01-01,7194.41
2558,2020-01-02,6963.85
2559,2020-01-03,7319.41
2560,2020-01-04,7371.5
2561,2020-01-05,7349.97
2562,2020-01-06,7734.68
2563,2020-01-07,8280.57
2564,2020-01-08,8027.56
2565,2020-01-09,7832.8
2566,2020-01-10,8180.51
2567,2020-01-11,7972.94
2568,2020-01-12,8160.01
2569,2020-01-13,8108.44
2570,2020-01-14,8801.87
2571,2020-01-15,8820.85
2572,2020-01-16,8716.75
2573,2020-01-17,8883.98
2574,2020-01-18,8906.9
2575,2020-01-19,8700.56
2576,2020-01-20,8622.41
2577,2020-01-21,8716.64
2578,2020-01-22,8665.44
2579,2020-01-23,8382.37
2580,2020-01-24,8432.1
2581,2020-01-25,8333.37
2582,2020-01-26,8634.72
2583,2020-01-27,8899.69
2584,2020-01-28,9336.81
2585,2020-01-29,9280.29
2586,2020-01-30,9477.26
2587,2020-01-31,9330.83
2588,2020-02-01,9357.81
2589,2020-02-02,9321.98
2590,2020-02-03,9304.86
2591,2020-02-04,9182.73
2592,2020-02-05,9585.98
2593,2020-02-06,9744.64
2594,2020-02-07,9806.27
2595,2020-02-08,9889.45
2596,2020-02-09,10157.08
2597,2020-02-10,9882.94
2598,2020-02-11,10228.71
2599,2020-02-12,10328.9
2600,2020-02-13,10221.26
2601,2020-02-14,10353.26
2602,2020-02-15,9879.28
2603,2020-02-16,9943.67
2604,2020-02-17,9723.29
2605,2020-02-18,10155.32
2606,2020-02-19,9625.62
2607,2020-02-20,9608.17
2608,2020-02-21,9659.14
2609,2020-02-22,9656.0
2610,2020-02-23,9955.9
2611,2020-02-24,9672.45
2612,2020-02-25,9350.21
2613,2020-02-26,8653.96
2614,2020-02-27,8804.54
2615,2020-02-28,8705.5
2616,2020-02-29,8547.97
2617,2020-03-01,8555.23
2618,2020-03-02,8905.88
2619,2020-03-03,8752.8
2620,2020-03-04,8757.51
2621,2020-03-05,9047.88
2622,2020-03-06,9135.85
2623,2020-03-07,8902.2
2624,2020-03-08,8126.33
2625,2020-03-09,7954.51
2626,2020-03-10,7906.73
2627,2020-03-11,7935.52
2628,2020-03-12,5142.99
2629,2020-03-13,5461.54
2630,2020-03-14,5171.15
2631,2020-03-15,5397.93
2632,2020-03-16,5032.5
2633,2020-03-17,5389.42
2634,2020-03-18,5368.04
2635,2020-03-19,6225.09
2636,2020-03-20,6168.54
2637,2020-03-21,6145.77
2638,2020-03-22,5937.38
2639,2020-03-23,6469.06
2640,2020-03-24,6730.17
2641,2020-03-25,6701.07
2642,2020-03-26,6765.56
2643,2020-03-27,6397.83
2644,2020-03-28,6268.65
2645,2020-03-29,5915.34
2646,2020-03-30,6403.14
2647,2020-03-31,6435.16
2648,2020-04-01,6638.92
2649,2020-04-02,6745.43
2650,2020-04-03,6732.85
2651,2020-04-04,6861.03
2652,2020-04-05,6782.8
2653,2020-04-06,7297.64
2654,2020-04-07,7196.89
2655,2020-04-08,7317.72
2656,2020-04-09,7290.64
2657,2020-04-10,6895.72
2658,2020-04-11,6906.06
2659,2020-04-12,6907.73
2660,2020-04-13,6857.54
2661,2020-04-14,6834.39
2662,2020-04-15,6629.43
2663,2020-04-16,7059.93
2664,2020-04-17,7034.29
2665,2020-04-18,7238.07
2666,2020-04-19,7127.11
2667,2020-04-20,6851.6
2668,2020-04-21,6841.12
2669,2020-04-22,7106.18
2670,2020-04-23,7392.49
2671,2020-04-24,7498.29
2672,2020-04-25,7538.73
2673,2020-04-26,7710.66
2674,2020-04-27,7775.9
2675,2020-04-28,7761.06
2676,2020-04-29,8706.31
2677,2020-04-30,8640.02
2678,2020-05-01,8829.51
2679,2020-05-02,8969.88
2680,2020-05-03,8892.65
2681,2020-05-04,8885.6
2682,2020-05-05,9003.57
2683,2020-05-06,9195.72
2684,2020-05-07,9922.86
2685,2020-05-08,9821.81
2686,2020-05-09,9566.89
2687,2020-05-10,8752.62
2688,2020-05-11,8604.75
2689,2020-05-12,8787.21
2690,2020-05-13,9301.47
2691,2020-05-14,9796.49
2692,2020-05-15,9309.3
2693,2020-05-16,9375.3
2694,2020-05-17,9642.39
2695,2020-05-18,9605.09
2696,2020-05-19,9755.21
2697,2020-05-20,9525.6
2698,2020-05-21,9059.96
2699,2020-05-22,9153.34
2700,2020-05-23,9144.02
2701,2020-05-24,8808.82
2702,2020-05-25,8883.74
2703,2020-05-26,8836.78
2704,2020-05-27,9174.67
2705,2020-05-28,9546.03
2706,2020-05-29,9404.3
2707,2020-05-30,9654.94
2708,2020-05-31,9471.82
2709,2020-06-01,10163.96
2710,2020-06-02,9515.24
2711,2020-06-03,9645.23
2712,2020-06-04,9792.57
2713,2020-06-05,9642.27
2714,2020-06-06,9670.32
2715,2020-06-07,9742.76
2716,2020-06-08,9773.3
2717,2020-06-09,9757.7
2718,2020-06-10,9885.96
2719,2020-06-11,9301.98
2720,2020-06-12,9471.61
2721,2020-06-13,9471.21
2722,2020-06-14,9345.96
2723,2020-06-15,9431.72
2724,2020-06-16,9525.61
2725,2020-06-17,9441.85
2726,2020-06-18,9367.14
2727,2020-06-19,9323.76
2728,2020-06-20,9365.35
2729,2020-06-21,9294.22
2730,2020-06-22,9678.68
2731,2020-06-23,9624.68
2732,2020-06-24,9292.89
2733,2020-06-25,9214.64
2734,2020-06-26,9162.18
2735,2020-06-27,9029.79
2736,2020-06-28,9131.98
2737,2020-06-29,9193.71
2738,2020-06-30,9139.51
2739,2020-07-01,9245.89
2740,2020-07-02,9086.49
2741,2020-07-03,9071.39
2742,2020-07-04,9132.91
2743,2020-07-05,9084.66
2744,2020-07-06,9334.26
2745,2020-07-07,9253.63
2746,2020-07-08,9403.43
2747,2020-07-09,9236.33
2748,2020-07-10,9282.76
2749,2020-07-11,9254.77
2750,2020-07-12,9305.58
2751,2020-07-13,9231.81
2752,2020-07-14,9247.06
2753,2020-07-15,9199.28
2754,2020-07-16,9131.69
2755,2020-07-17,9163.31
2756,2020-07-18,9178.86
2757,2020-07-19,9202.62
2758,2020-07-20,9163.35
2759,2020-07-21,9375.2
2760,2020-07-22,9517.29
2761,2020-07-23,9584.24
2762,2020-07-24,9535.94
2763,2020-07-25,9679.29
2764,2020-07-26,9920.32
2765,2020-07-27,11189.36
2766,2020-07-28,10953.64
2767,2020-07-29,11024.69
2768,2020-07-30,11095.67
2769,2020-07-31,11260.72
2770,2020-08-01,11817.34
2771,2020-08-02,11019.46
2772,2020-08-03,11226.04
2773,2020-08-04,11196.79
2774,2020-08-05,11774.94
2775,2020-08-06,11768.13
2776,2020-08-07,11597.34
2777,2020-08-08,11763.93
2778,2020-08-09,11682.85
2779,2020-08-10,11863.89
2780,2020-08-11,11400.57
2781,2020-08-12,11588.72
2782,2020-08-13,11765.19
2783,2020-08-14,11825.44
2784,2020-08-15,11864.91
2785,2020-08-16,11831.68
2786,2020-08-17,12272.81
2787,2020-08-18,11959.92
2788,2020-08-19,11791.02
2789,2020-08-20,11870.63
2790,2020-08-21,11521.22
2791,2020-08-22,11676.39
2792,2020-08-23,11596.38
2793,2020-08-24,11757.64
2794,2020-08-25,11296.45
2795,2020-08-26,11457.81
2796,2020-08-27,11312.08
2797,2020-08-28,11520.4
2798,2020-08-29,11470.84
2799,2020-08-30,11701.0
2800,2020-08-31,11587.33
2801,2020-09-01,11895.23
2802,2020-09-02,11382.88
2803,2020-09-03,10159.18
2804,2020-09-04,10495.64
2805,2020-09-05,10226.24
2806,2020-09-06,10260.02
2807,2020-09-07,10391.31
2808,2020-09-08,10134.46
2809,2020-09-09,10238.19
2810,2020-09-10,10363.19
2811,2020-09-11,10375.19
2812,2020-09-12,10421.35
2813,2020-09-13,10334.87
2814,2020-09-14,10652.98
2815,2020-09-15,10742.5
2816,2020-09-16,10941.42
2817,2020-09-17,10956.23
2818,2020-09-18,10941.72
2819,2020-09-19,11071.77
2820,2020-09-20,10947.87
2821,2020-09-21,10430.93
2822,2020-09-22,10527.25
2823,2020-09-23,10219.31
2824,2020-09-24,10726.53
2825,2020-09-25,10684.37
2826,2020-09-26,10728.6
2827,2020-09-27,10765.3
2828,2020-09-28,10701.57
2829,2020-09-29,10839.06
2830,2020-09-30,10777.82
2831,2020-10-01,10627.98
2832,2020-10-02,10556.26
2833,2020-10-03,10548.82
2834,2020-10-04,10716.69
2835,2020-10-05,10790.15
2836,2020-10-06,10608.79
2837,2020-10-07,10672.16
2838,2020-10-08,10918.68
2839,2020-10-09,11056.09
2840,2020-10-10,11296.8
2841,2020-10-11,11344.73
2842,2020-10-12,11543.71
2843,2020-10-13,11424.81
2844,2020-10-14,11410.37
2845,2020-10-15,11478.33
2846,2020-10-16,11316.5
2847,2020-10-17,11357.92
2848,2020-10-18,11498.96
2849,2020-10-19,11752.15
2850,2020-10-20,11966.73
2851,2020-10-21,12806.94
2852,2020-10-22,12961.59
2853,2020-10-23,12929.44
2854,2020-10-24,13089.4
2855,2020-10-25,13023.35
2856,2020-10-26,13062.81
2857,2020-10-27,13679.87
2858,2020-10-28,13275.88
2859,2020-10-29,13441.88
2860,2020-10-30,13546.27
2861,2020-10-31,13831.63
2862,2020-11-01,13777.59
2863,2020-11-02,13558.36
2864,2020-11-03,13986.42
2865,2020-11-04,14150.55
2866,2020-11-05,15759.64
2867,2020-11-06,15548.31
2868,2020-11-07,14738.72
2869,2020-11-08,15478.62
2870,2020-11-09,15291.19
2871,2020-11-10,15278.71
2872,2020-11-11,15693.1
2873,2020-11-12,16261.97
2874,2020-11-13,16284.63
2875,2020-11-14,16074.65
2876,2020-11-15,15930.29
2877,2020-11-16,16746.66
2878,2020-11-17,17639.64
2879,2020-11-18,17629.16
2880,2020-11-19,17896.1
2881,2020-11-20,18628.81
2882,2020-11-21,18674.37
2883,2020-11-22,18420.95
2884,2020-11-23,18357.77
2885,2020-11-24,19091.52
2886,2020-11-25,18753.48
2887,2020-11-26,17070.61
2888,2020-11-27,17104.99
2889,2020-11-28,17725.46
2890,2020-11-29,18157.22
2891,2020-11-30,19609.52
2892,2020-12-01,18821.29
2893,2020-12-02,19223.48
2894,2020-12-03,19419.85
2895,2020-12-04,18760.84
2896,2020-12-05,19233.94
2897,2020-12-06,19317.22
2898,2020-12-07,19197.26
2899,2020-12-08,18292.99
2900,2020-12-09,18529.44
2901,2020-12-10,18262.06
2902,2020-12-11,18157.02
2903,2020-12-12,19267.95
2904,2020-12-13,19151.1
2905,2020-12-14,19259.97
2906,2020-12-15,19396.99
2907,2020-12-16,21318.0
2908,2020-12-17,22800.0
2909,2020-12-18,23048.0
2910,2020-12-19,23864.0
2911,2020-12-20,23595.0
2912,2020-12-21,22862.0
2913,2020-12-22,23842.0
2914,2020-12-23,23308.0
2915,2020-12-24,23667.0
2916,2020-12-25,24672.0
2917,2020-12-26,26484.0
2918,2020-12-27,26326.0
2919,2020-12-28,27125.0
2920,2020-12-29,27425.0
2921,2020-12-30,29260.0
2922,2020-12-31,29022.0
2923,2021-01-01,29335.0
2924,2021-01-02,32152.0
2925,2021-01-03,33055.0
2926,2021-01-04,31538.0
2927,2021-01-05,34042.0
2928,2021-01-06,36934.0
2929,2021-01-07,39567.0
2930,2021-01-08,41078.0
2931,2021-01-09,40431.0
2932,2021-01-10,37897.0
2933,2021-01-11,35670.0
2934,2021-01-12,34064.0
2935,2021-01-13,37414.0
2936,2021-01-14,39399.0
2937,2021-01-15,36887.0
2938,2021-01-16,35888.0
2939,2021-01-17,35763.0
2940,2021-01-18,36595.0
2941,2021-01-19,35808.0
2942,2021-01-20,35363.0
2943,2021-01-21,30536.0
2944,2021-01-22,32526.0
2945,2021-01-23,32016.0
2946,2021-01-24,32274.0
2947,2021-01-25,32223.0
2948,2021-01-26,32582.0
2949,2021-01-27,30077.0
2950,2021-01-28,33128.0
2951,2021-01-29,34639.0
2952,2021-01-30,34077.0
2953,2021-01-31,33065.0
2954,2021-02-01,33423.0
2955,2021-02-02,35486.0
2956,2021-02-03,37809.0
2957,2021-02-04,36845.0
2958,2021-02-05,38373.0
